route_id,route_name,total_segments,segments_with_geometry,segments_without_geometry,total_length_m,will_visualize
94,Route 94 from Queens,31,31,0,3821.8739999999993,True
95,Route 95 from Queens,38,38,0,3914.7539999999995,True
96,Route 96 from Queens,34,34,0,3833.1960000000013,True
97,Route 97 from Queens,32,32,0,3837.2320000000013,True
98,Route 98 from Queens,38,38,0,3838.318,True
99,Route 99 from Queens,35,35,0,3840.9709999999995,True
100,Route 100 from Queens,30,30,0,3842.6659999999993,True
101,Route 101 from Queens,40,40,0,3847.166,True
102,Route 102 from Queens,38,38,0,3850.9759999999997,True
103,Route 103 from Queens,46,46,0,3985.9780000000005,True
104,Route 104 from Queens,40,40,0,3854.182,True
105,Route 105 from Queens,38,38,0,3877.816,True
106,Route 106 from Queens,46,46,0,3879.296,True
107,Route 107 from Queens,22,22,0,3886.9539999999993,True
108,Route 108 from Queens,42,42,0,3887.6240000000003,True
109,Route 109 from Queens,34,34,0,3897.388,True
110,Route 110 from Queens,47,47,0,3928.0139999999997,True
111,Route 111 from Queens,48,48,0,3914.1259999999997,True
112,Route 112 from Queens,42,42,0,3939.848,True
113,Route 113 from Queens,36,36,0,3940.452,True
114,Route 114 from Queens,41,41,0,3941.3069999999993,True
115,Route 115 from Queens,40,40,0,3942.1359999999995,True
116,Route 116 from Queens,42,42,0,3950.3,True
117,Route 117 from Queens,40,40,0,3958.7919999999995,True
118,Route 118 from Queens,41,41,0,3960.276999999999,True
119,Route 119 from Queens,42,42,0,3965.4339999999997,True
120,Route 120 from Queens,40,40,0,3975.126,True
121,Route 121 from Queens,40,40,0,3977.688,True
122,Route 122 from Queens,20,20,0,3979.776,True
123,Route 123 from Queens,40,40,0,3985.4059999999995,True
124,Route 124 from Queens,43,43,0,3987.1360000000004,True
125,Route 125 from Queens,48,48,0,3995.64,True
